UMAP1	UMAP2	cCRE_type	chrom	start	end	rDHS	length
8.4627285	3.5001752	PLS	chr10	59906499	59906822	EH38E1470560	323
3.9086351	4.387802	dELS	chr10	59908463	59908790	EH38E2902414	327
10.392398	6.772641	dELS	chr10	60073453	60073771	EH38E2902471	318
9.919585	6.835926	dELS	chr10	60073899	60074247	EH38E1470635	348
9.175472	6.810275	dELS	chr10	60074316	60074617	EH38E1470636	301
9.908181	6.1746707	dELS	chr10	60130044	60130380	EH38E2902489	336
10.046398	6.6727962	dELS	chr10	60130385	60130554	EH38E1470666	169
12.102869	7.2649465	dELS	chr10	60135023	60135368	EH38E1470669	345
11.32867	5.998184	dELS	chr10	60282851	60283200	EH38E1470777	349
7.986432	5.873388	dELS	chr10	60295420	60295693	EH38E1470798	273
8.246467	5.8578334	dELS	chr10	60298473	60298816	EH38E1470800	343
8.168628	6.079845	dELS	chr10	60299452	60299785	EH38E2902579	333
8.757106	3.3422759	dELS	chr10	60299973	60300233	EH38E1470802	260
8.632158	2.4415648	dELS	chr10	60300237	60300434	EH38E1470803	197
7.459066	0.21770987	dELS	chr10	60300471	60300820	EH38E1470804	349
5.1827493	1.8349847	dELS	chr10	60304813	60305101	EH38E2902582	288
4.184681	3.2117743	dELS	chr10	60305448	60305679	EH38E2902583	231
3.8164208	3.9038432	dELS	chr10	60305751	60305907	EH38E2902584	156
7.3433275	4.938838	dELS	chr10	60312956	60313130	EH38E2902588	174
7.364442	4.9894786	dELS	chr10	60313230	60313568	EH38E1470814	338
5.411422	1.7081846	dELS	chr10	60314396	60314732	EH38E2902589	336
3.4825194	4.8259087	dELS	chr10	60315345	60315609	EH38E2902590	264
4.8164024	3.5184758	dELS	chr10	60352042	60352382	EH38E2902603	340
5.205152	5.172124	dELS	chr10	60352400	60352750	EH38E4010459	350
5.3647575	5.175328	dELS	chr10	60353002	60353167	EH38E2902605	165
6.3322825	2.9936912	dELS	chr10	60353533	60353733	EH38E2902606	200
6.1082063	1.8453755	dELS	chr10	60353736	60354081	EH38E1470846	345
4.569798	3.0910444	dELS	chr10	60354169	60354519	EH38E4010460	350
2.5319269	-0.04811182	PLS	chr10	60778185	60778535	EH38E2902803	350
1.6646653	1.9088361	PLS	chr10	60778541	60778773	EH38E1471153	232
3.9635673	6.2806344	dELS	chr10	60827749	60827996	EH38E1471204	247
-0.14052893	7.9148283	dELS	chr10	60828016	60828365	EH38E1471205	349
-0.19929338	7.964068	dELS	chr10	60828479	60828746	EH38E1471206	267
5.7068396	4.1509843	PLS	chr10	60944098	60944448	EH38E1471299	350
7.03936	3.0365276	dELS	chr10	60978457	60978804	EH38E2902907	347
8.731294	5.221316	dELS	chr10	60978819	60979168	EH38E1471340	349
8.156725	6.5132217	dELS	chr10	60979778	60980123	EH38E2902908	345
7.861102	2.29366	PLS	chr10	61000890	61001239	EH38E2902922	349
6.891358	0.8909556	PLS	chr10	61001353	61001702	EH38E2902923	349
9.905227	5.885718	dELS	chr10	61750965	61751312	EH38E1471712	347
8.428915	5.579032	dELS	chr10	61751315	61751521	EH38E2903146	206
8.589227	5.864313	dELS	chr10	61751631	61751968	EH38E1471714	337
8.444449	6.0610967	dELS	chr10	61752156	61752341	EH38E1471715	185
8.42581	5.9754667	dELS	chr10	61752343	61752672	EH38E1471716	329
8.5226	5.8689933	dELS	chr10	61752715	61753040	EH38E1471717	325
9.220584	6.4567723	dELS	chr10	61753598	61753820	EH38E1471718	222
10.096726	5.815431	dELS	chr10	61757543	61757889	EH38E2903148	346
10.530499	6.2354426	dELS	chr10	61758151	61758317	EH38E2903149	166
8.862732	6.093011	dELS	chr10	61761328	61761506	EH38E1471731	178
8.395569	5.8467793	dELS	chr10	61762266	61762523	EH38E2903154	257
8.263217	6.0210295	dELS	chr10	61763860	61764109	EH38E1471735	249
8.57798	5.783298	dELS	chr10	61764534	61764874	EH38E2903156	340
9.280844	5.1455336	dELS	chr10	61765195	61765545	EH38E1471737	350
9.318681	5.6454535	dELS	chr10	61765625	61765974	EH38E1471738	349
10.600215	6.811505	dELS	chr10	61767175	61767386	EH38E2903158	211
11.652415	6.8990493	dELS	chr10	61767673	61767833	EH38E1471741	160
10.635866	5.451036	dELS	chr10	61779359	61779536	EH38E2903164	177
9.138113	5.2706137	dELS	chr10	61779904	61780193	EH38E2903165	289
8.746123	5.327366	dELS	chr10	61780194	61780543	EH38E2903166	349
8.026598	6.1928163	dELS	chr10	61780834	61781053	EH38E1471753	219
7.7448397	6.1793637	dELS	chr10	61782100	61782433	EH38E1471754	333
9.730386	6.0622463	dELS	chr10	61784353	61784596	EH38E2903168	243
9.3102865	6.6995196	dELS	chr10	61784764	61785108	EH38E2903169	344
9.386985	6.9520264	dELS	chr10	61785705	61786042	EH38E1471761	337
9.328884	6.918586	dELS	chr10	61786063	61786244	EH38E2903170	181
9.036118	5.9556413	dELS	chr10	61786715	61787065	EH38E2903171	350
10.332662	6.1876564	dELS	chr10	61795161	61795448	EH38E4010731	287
10.597543	6.4733315	dELS	chr10	61795465	61795781	EH38E2903177	316
10.538666	6.8103256	dELS	chr10	61795822	61796075	EH38E4010732	253
8.188908	5.3408647	dELS	chr10	61829841	61830020	EH38E1471789	179
7.9893327	3.6498852	dELS	chr10	61830289	61830502	EH38E4010747	213
7.569658	3.0059495	dELS	chr10	61830550	61830803	EH38E2903196	253
7.225494	0.7054294	dELS	chr10	61830903	61831075	EH38E2903197	172
1.6693133	5.363675	dELS	chr10	61835224	61835390	EH38E1471795	166
2.6477218	0.86482525	PLS	chr10	61901545	61901720	EH38E1471864	175
1.6133338	5.1708198	dELS	chr10	61903789	61903954	EH38E2903259	165
1.2443937	5.074039	dELS	chr10	61903957	61904291	EH38E1471871	334
7.4856334	1.3114469	PLS	chr10	62268631	62268981	EH38E1472278	350
3.1667974	0.2026177	PLS	chr10	62804608	62804846	EH38E1472579	238
-0.13070403	5.3397098	PLS	chr10	62805862	62806124	EH38E1472583	262
5.6546545	2.6433678	PLS	chr10	62816395	62816560	EH38E4010910	165
8.7210655	5.614858	dELS	chr10	63102518	63102744	EH38E2903892	226
6.5631166	1.7840958	dELS	chr10	63104072	63104406	EH38E2903894	334
5.1182637	1.6249138	dELS	chr10	63106295	63106639	EH38E1472713	344
4.4626484	5.9200296	dELS	chr10	63115749	63116096	EH38E1472718	347
2.9876845	0.076859266	PLS	chr10	63133079	63133428	EH38E1472729	349
12.476079	7.2127476	dELS	chr10	63225714	63226064	EH38E2903958	350
8.954052	5.3413982	dELS	chr10	63265175	63265436	EH38E2903987	261
8.04695	6.549403	dELS	chr10	63266540	63266757	EH38E1472843	217
8.171081	6.524266	dELS	chr10	63266759	63267089	EH38E1472844	330
9.406942	5.442703	PLS	chr10	63268807	63269119	EH38E2903992	312
11.94102	8.0961275	dELS	chr10	63285037	63285254	EH38E2904000	217
12.176511	7.8607945	dELS	chr10	63323732	63324082	EH38E2904014	350
9.093116	4.912237	PLS	chr10	63465065	63465228	EH38E4011043	163
8.529544	4.89731	PLS	chr10	63465236	63465578	EH38E4011044	342
6.745305	5.7161436	PLS	chr10	63465870	63466187	EH38E1472944	317
11.974408	7.4399824	dELS	chr10	63504531	63504777	EH38E2904090	246
11.62255	7.2931476	dELS	chr10	63504887	63505072	EH38E2904091	185
6.0436273	-0.59477115	PLS	chr10	63521160	63521509	EH38E2904103	349
3.04088	3.9761145	PLS	chr10	63630459	63630800	EH38E1473088	341
3.9638877	1.5801928	dELS	chr10	64506981	64507324	EH38E2904396	343
5.0640135	4.6786857	dELS	chr10	64507734	64507967	EH38E1473437	233
4.1540437	5.161033	dELS	chr10	64508088	64508434	EH38E2904397	346
6.5253634	5.5657806	dELS	chr10	64508502	64508711	EH38E1473439	209
3.8749022	1.6985677	dELS	chr10	64519929	64520222	EH38E2904400	293
7.2973847	4.946523	dELS	chr10	64867637	64867985	EH38E1473493	348
6.9887023	3.5439699	PLS	chr10	67763500	67763834	EH38E2904859	334
9.076571	5.5381866	dELS	chr10	67790994	67791342	EH38E2904882	348
2.3812792	0.4252468	PLS	chr10	67849326	67849676	EH38E2904913	350
3.0622246	-0.48186558	PLS	chr10	67884433	67884782	EH38E1474209	349
1.5617758	2.6679	PLS	chr10	67884879	67885226	EH38E4011876	347
1.0052998	3.6429603	PLS	chr10	67885240	67885454	EH38E4011877	214
8.291423	0.57428205	PLS	chr10	68075086	68075432	EH38E1474299	346
6.2613645	4.226286	PLS	chr10	68331790	68332140	EH38E1474478	350
2.819262	2.8562553	PLS	chr10	68332209	68332431	EH38E2905084	222
1.6886806	4.539463	PLS	chr10	68332721	68333064	EH38E2905086	343
1.1737052	5.180798	PLS	chr10	68333119	68333283	EH38E1474482	164
9.2352705	3.9613278	PLS	chr10	68406947	68407137	EH38E4011975	190
8.893991	4.271762	PLS	chr10	68407137	68407487	EH38E4011976	350
10.028245	5.210359	PLS	chr10	68471625	68471786	EH38E2905129	161
9.740723	5.166157	PLS	chr10	68471815	68472164	EH38E1474532	349
7.228221	-0.5589304	PLS	chr10	68527370	68527717	EH38E1474550	347
6.2116327	4.4326305	dELS	chr10	68542535	68542787	EH38E1474561	252
8.22894	3.54238	dELS	chr10	68554412	68554724	EH38E2905154	312
4.4645486	-0.2569313	dELS	chr10	68555091	68555328	EH38E2905155	237
3.3407886	0.37740636	PLS	chr10	68560130	68560473	EH38E2905161	343
1.3284047	5.8570137	dELS	chr10	68562480	68562658	EH38E1474581	178
1.2962539	5.725032	dELS	chr10	68562672	68562867	EH38E2905168	195
0.6904752	5.5362678	dELS	chr10	68563108	68563400	EH38E1474583	292
0.029003276	5.674046	dELS	chr10	68563424	68563645	EH38E1474584	221
-1.6022727	7.239751	dELS	chr10	68594479	68594829	EH38E2905178	350
-1.381349	6.897693	dELS	chr10	68600001	68600337	EH38E1474606	336
-1.3639882	6.614314	dELS	chr10	68600359	68600707	EH38E2905180	348
3.2876542	-0.011331694	PLS	chr10	68720950	68721300	EH38E2905227	350
1.9524995	2.151673	PLS	chr10	68721316	68721519	EH38E1474667	203
7.3244877	1.5724494	PLS	chr10	68827229	68827573	EH38E4012053	344
-1.8750504	6.680131	dELS	chr10	68871124	68871316	EH38E2905267	192
3.0494888	-0.069999784	PLS	chr10	68901099	68901449	EH38E1474748	350
2.640179	3.3879375	PLS	chr10	68955983	68956332	EH38E2905291	349
0.58695686	5.849955	PLS	chr10	68988547	68988897	EH38E1474781	350
-0.6161891	5.6998844	PLS	chr10	68989421	68989571	EH38E2905304	150
6.325003	4.0260043	dELS	chr10	69061434	69061780	EH38E1474831	346
5.644924	4.668738	dELS	chr10	69061883	69062223	EH38E1474832	340
2.5243876	4.006867	PLS	chr10	69087852	69088202	EH38E2905362	350
1.246235	5.6821404	dELS	chr10	69090013	69090362	EH38E2905366	349
1.0515877	5.6047063	dELS	chr10	69090374	69090629	EH38E1474864	255
0.85502696	5.4773955	dELS	chr10	69090652	69090981	EH38E2905367	329
0.40549463	5.35803	dELS	chr10	69091110	69091280	EH38E2905368	170
-0.112216726	5.347409	dELS	chr10	69091305	69091636	EH38E1474866	331
4.834203	0.40965837	PLS	chr10	69123458	69123624	EH38E1474884	166
3.9297156	-0.32198218	PLS	chr10	69123907	69124257	EH38E1474886	350
1.8948442	4.2040815	PLS	chr10	69180109	69180261	EH38E4012126	152
5.8827777	3.3902268	dELS	chr10	69222210	69222559	EH38E2905425	349
4.3507094	3.1937401	dELS	chr10	69222691	69223040	EH38E1474931	349
4.106931	4.2192335	dELS	chr10	69223049	69223227	EH38E4012136	178
5.1358943	3.026695	dELS	chr10	69229388	69229738	EH38E2905430	350
-0.5624576	8.264624	dELS	chr10	69308428	69308708	EH38E2905470	280
7.181597	5.036749	dELS	chr10	69308885	69309080	EH38E2905471	195
3.8716514	1.8106077	dELS	chr10	69311177	69311426	EH38E2905473	249
3.2674372	2.4043362	dELS	chr10	69311460	69311637	EH38E2905474	177
6.116709	3.3562176	dELS	chr10	69312633	69312920	EH38E1474983	287
4.8394804	1.9936631	dELS	chr10	69313131	69313470	EH38E2905475	339
2.7758257	0.33588076	PLS	chr10	69315608	69315873	EH38E2905478	265
1.1706961	5.8430004	PLS	chr10	69318591	69318940	EH38E2905484	349
-1.9826931	6.2026973	dELS	chr10	69327570	69327912	EH38E1475012	342
-2.0218077	6.243491	dELS	chr10	69327997	69328346	EH38E2905497	349
-2.07535	6.4046774	dELS	chr10	69328405	69328644	EH38E1475014	239
-1.1682694	6.4589233	dELS	chr10	69334043	69334233	EH38E2905505	190
-1.3741419	6.218786	dELS	chr10	69334342	69334659	EH38E2905506	317
-1.2029054	6.1880646	dELS	chr10	69334746	69334965	EH38E2905507	219
-1.0825738	6.3834944	dELS	chr10	69335097	69335447	EH38E2905508	350
-2.246938	6.749284	dELS	chr10	69390157	69390430	EH38E2905561	273
-2.1007392	6.717949	dELS	chr10	69392506	69392856	EH38E2905565	350
3.5195699	1.2406553	PLS	chr10	69451229	69451578	EH38E1475145	349
3.1314871	1.5208052	PLS	chr10	69630110	69630454	EH38E4012242	344
8.254357	0.5995258	PLS	chr10	70132637	70132975	EH38E1475638	338
6.7683554	-0.9009489	PLS	chr10	70170438	70170787	EH38E1475669	349
7.554004	-0.056880325	PLS	chr10	70233347	70233695	EH38E1475712	348
7.9663253	5.076126	dELS	chr10	70296561	70296911	EH38E2906161	350
12.401711	7.022179	dELS	chr10	70331527	70331686	EH38E2906200	159
12.521495	7.0850296	dELS	chr10	70331700	70332050	EH38E1475798	350
9.314126	3.746625	PLS	chr10	70381834	70382181	EH38E2906241	347
9.025698	2.0290573	PLS	chr10	70382319	70382506	EH38E2906242	187
8.076634	-0.030371258	PLS	chr10	70382576	70382926	EH38E1475852	350
2.9169188	-0.08228716	PLS	chr10	70403899	70404248	EH38E1475863	349
4.07539	3.670902	PLS	chr10	70478513	70478863	EH38E2906316	350
3.0137014	1.2818742	dELS	chr10	70558850	70559160	EH38E2906388	310
1.6238066	1.9332868	dELS	chr10	70559183	70559347	EH38E4012489	164
1.4025184	3.1027305	dELS	chr10	70559364	70559660	EH38E2906390	296
0.89801985	4.0445375	dELS	chr10	70559666	70559826	EH38E2906391	160
3.8327606	1.8511175	dELS	chr10	70575980	70576330	EH38E1476032	350
3.7966187	3.209511	dELS	chr10	70576379	70576690	EH38E1476033	311
3.6280901	4.3920574	dELS	chr10	70576748	70577028	EH38E2906413	280
7.411632	4.886219	dELS	chr10	70595609	70595922	EH38E2906429	313
7.6827455	5.287408	dELS	chr10	70596166	70596387	EH38E1476055	221
8.639488	6.0910234	dELS	chr10	70596940	70597168	EH38E2906431	228
7.76615	-1.983903	dELS	chr10	70649599	70649946	EH38E2906463	347
5.9291244	3.316521	dELS	chr10	70652876	70653210	EH38E1476103	334
4.8689275	1.9983273	dELS	chr10	70653237	70653586	EH38E2906467	349
6.542791	4.109708	dELS	chr10	70656480	70656824	EH38E2906470	344
7.4124727	4.2244735	dELS	chr10	70660823	70661157	EH38E2906472	334
6.527789	4.0817246	dELS	chr10	70661460	70661623	EH38E2906473	163
6.1402044	4.3397036	dELS	chr10	70661728	70662039	EH38E2906474	311
5.8031516	4.668754	dELS	chr10	70662107	70662312	EH38E1476114	205
4.604176	4.8452034	dELS	chr10	70662357	70662695	EH38E1476115	338
3.3707066	5.157137	dELS	chr10	70664175	70664424	EH38E1476116	249
3.8763201	4.8116837	dELS	chr10	70664730	70665074	EH38E2906477	344
3.8698885	3.4640956	dELS	chr10	70665588	70665779	EH38E2906479	191
6.525121	3.7381406	dELS	chr10	70666938	70667170	EH38E4012541	232
6.2598767	4.1967154	dELS	chr10	70667289	70667631	EH38E2906480	342
5.398091	4.6105986	dELS	chr10	70667749	70668099	EH38E4012542	350
4.5040693	5.1311803	dELS	chr10	70668497	70668694	EH38E2906481	197
4.707531	5.0518475	dELS	chr10	70668919	70669097	EH38E4012543	178
5.2297482	5.208692	dELS	chr10	70669253	70669499	EH38E2906483	246
5.8780656	5.386949	dELS	chr10	70669939	70670125	EH38E2906484	186
6.562001	5.5740285	dELS	chr10	70670142	70670336	EH38E2906485	194
2.3966622	2.1896706	PLS	chr10	70672520	70672823	EH38E2906489	303
-0.6738685	5.1431823	dELS	chr10	70675859	70676049	EH38E2906498	190
-0.7921464	5.163155	dELS	chr10	70677091	70677343	EH38E2906499	252
-1.5516953	5.829629	dELS	chr10	70683071	70683317	EH38E2906508	246
-1.7538406	5.847652	dELS	chr10	70683320	70683540	EH38E2906509	220
-1.6333477	5.8807144	dELS	chr10	70683565	70683905	EH38E2906510	340
-1.4078739	5.7432146	dELS	chr10	70683992	70684340	EH38E0177590	348
-0.6489936	6.005696	dELS	chr10	70685567	70685863	EH38E1476147	296
-1.0304865	6.2194657	dELS	chr10	70685874	70686177	EH38E1476148	303
-0.8730194	5.84097	dELS	chr10	70693285	70693632	EH38E2906514	347
-0.9105361	5.5826483	dELS	chr10	70693844	70694194	EH38E2906515	350
-0.8937674	5.432713	dELS	chr10	70699820	70700166	EH38E2906518	346
-1.5421438	6.6626906	dELS	chr10	70715858	70716183	EH38E2906525	325
-1.7919997	6.6097565	dELS	chr10	70716241	70716415	EH38E1476165	174
2.056655	6.757149	dELS	chr10	70740799	70740974	EH38E1476186	175
2.9367208	6.521831	dELS	chr10	70741497	70741847	EH38E4012571	350
2.221774	6.260189	dELS	chr10	70741981	70742163	EH38E2906546	182
1.3901538	5.500842	dELS	chr10	70742482	70742832	EH38E1476189	350
0.70117885	5.4208403	dELS	chr10	70742904	70743065	EH38E2906548	161
-0.5345685	6.282623	dELS	chr10	70743256	70743524	EH38E2906549	268
-1.7887408	6.6387467	dELS	chr10	70743530	70743829	EH38E2906550	299
-1.9191014	6.61832	dELS	chr10	70743976	70744323	EH38E2906551	347
-1.587953	6.4886284	dELS	chr10	70744800	70745127	EH38E2906552	327
-2.1905	6.781465	dELS	chr10	70756787	70757048	EH38E1476202	261
2.2840917	0.83816075	PLS	chr10	70815757	70816084	EH38E2906602	327
6.5497103	0.13077167	PLS	chr10	70888422	70888769	EH38E4012607	347
2.8942394	1.1883063	PLS	chr10	71212385	71212720	EH38E1476496	335
2.0962834	4.553914	dELS	chr10	71266368	71266718	EH38E2906894	350
0.23696299	5.7716427	dELS	chr10	71269757	71270033	EH38E1476593	276
0.20526117	5.542564	dELS	chr10	71270294	71270612	EH38E2906900	318
3.2890093	0.9673918	PLS	chr10	71319060	71319408	EH38E1476646	348
-0.4908456	5.012859	dELS	chr10	71358990	71359288	EH38E4012769	298
-0.50227416	5.127019	dELS	chr10	71359444	71359791	EH38E2906990	347
-0.4136477	5.051554	dELS	chr10	71359802	71360152	EH38E4012770	350
-0.87434846	7.2885876	dELS	chr10	71382813	71383114	EH38E1476714	301
4.5702157	2.003686	PLS	chr10	71396767	71396936	EH38E2907024	169
6.551499	2.8507063	dELS	chr10	71613194	71613444	EH38E2907204	250
5.9949045	1.7842584	dELS	chr10	71613463	71613812	EH38E2907205	349
7.0185676	4.709418	dELS	chr10	71630221	71630555	EH38E1476899	334
6.7784343	4.2612233	dELS	chr10	71631565	71631891	EH38E1476900	326
5.613316	5.318494	dELS	chr10	71632485	71632825	EH38E2907226	340
5.2096496	4.8442817	dELS	chr10	71632967	71633247	EH38E1476902	280
5.4173784	3.7939208	dELS	chr10	71633314	71633546	EH38E1476903	232
5.558138	4.696455	dELS	chr10	71633740	71634002	EH38E2907227	262
5.2996054	4.9752364	dELS	chr10	71634047	71634256	EH38E2907228	209
5.6463223	5.2928205	dELS	chr10	71634597	71634841	EH38E1476905	244
6.4634595	3.7151065	dELS	chr10	71634874	71635188	EH38E2907229	314
4.224424	1.1788818	dELS	chr10	71635364	71635694	EH38E2907230	330
3.852622	3.0756161	dELS	chr10	71635895	71636096	EH38E2907231	201
4.8273754	5.3749504	dELS	chr10	71636571	71636875	EH38E1476909	304
6.923735	4.482619	dELS	chr10	71637593	71637877	EH38E2907232	284
6.425285	4.335628	dELS	chr10	71637992	71638342	EH38E1476911	350
5.433918	4.553752	dELS	chr10	71638482	71638704	EH38E2907233	222
4.440558	4.2450137	dELS	chr10	71638753	71639098	EH38E2907234	345
3.6943996	4.441038	dELS	chr10	71639267	71639577	EH38E2907235	310
3.4173942	4.665447	dELS	chr10	71639593	71639926	EH38E2907236	333
3.3256285	4.6940875	dELS	chr10	71640158	71640381	EH38E2907237	223
4.103389	4.8245234	dELS	chr10	71647560	71647904	EH38E2907245	344
4.688745	4.876589	dELS	chr10	71647926	71648271	EH38E2907246	345
4.602351	4.8241444	dELS	chr10	71648356	71648551	EH38E1476924	195
4.0377817	4.7252364	dELS	chr10	71648623	71648971	EH38E2907247	348
4.610136	2.0654666	dELS	chr10	71649034	71649256	EH38E2907248	222
3.7592094	4.035792	dELS	chr10	71649641	71649989	EH38E2907249	348
4.10201	5.3404818	dELS	chr10	71658998	71659346	EH38E1476936	348
4.180886	5.1953735	dELS	chr10	71659400	71659750	EH38E4012882	350
2.8569033	5.237634	dELS	chr10	71659801	71659956	EH38E2907254	155
6.0816197	3.4817524	dELS	chr10	71713015	71713204	EH38E2907306	189
5.296305	2.9595454	dELS	chr10	71713233	71713578	EH38E2907307	345
4.3709493	3.2177303	dELS	chr10	71713620	71713802	EH38E2907308	182
3.9669173	3.8710785	dELS	chr10	71713805	71714006	EH38E1476987	201
7.140708	4.503938	dELS	chr10	71746500	71746833	EH38E2907365	333
7.7732882	5.466217	dELS	chr10	71746856	71747006	EH38E4012913	150
8.069879	6.0965095	dELS	chr10	71747123	71747472	EH38E2907366	349
8.302147	6.5384774	dELS	chr10	71747490	71747726	EH38E1477030	236
8.468165	6.7032795	dELS	chr10	71747964	71748156	EH38E1477031	192
9.091985	1.9173694	PLS	chr10	71773260	71773419	EH38E2907409	159
8.40422	0.5429012	PLS	chr10	71773438	71773788	EH38E2907410	350
4.3880568	1.6579052	dELS	chr10	71797724	71798073	EH38E1477101	349
3.859251	2.2742717	dELS	chr10	71798152	71798320	EH38E2907430	168
3.72615	3.062646	dELS	chr10	71798368	71798530	EH38E4012923	162
12.178752	7.0588894	dELS	chr10	71805814	71806162	EH38E1477105	348
12.286016	7.458805	dELS	chr10	71806387	71806605	EH38E2907445	218
12.456533	6.9832177	dELS	chr10	71837091	71837438	EH38E2907490	347
12.492742	6.894531	dELS	chr10	71838184	71838528	EH38E2907493	344
10.932388	5.7646008	dELS	chr10	71848952	71849162	EH38E1477165	210
7.4077873	-0.5681998	PLS	chr10	71851171	71851515	EH38E1477171	344
6.8735337	2.0250823	dELS	chr10	71855516	71855670	EH38E2907518	154
7.1172585	4.017494	dELS	chr10	71859771	71860107	EH38E2907522	336
6.5730166	2.8224504	dELS	chr10	71860210	71860472	EH38E2907523	262
5.6933494	1.8654618	dELS	chr10	71860499	71860849	EH38E1477181	350
4.479441	3.0833366	dELS	chr10	71860863	71861202	EH38E2907524	339
3.538301	5.089191	dELS	chr10	71862672	71862999	EH38E1477184	327
6.175119	2.908119	dELS	chr10	71867959	71868247	EH38E1477190	288
4.391362	1.5503021	dELS	chr10	71868269	71868604	EH38E2907532	335
7.255666	3.8130016	dELS	chr10	71874772	71875121	EH38E2907538	349
5.6068316	1.799827	PLS	chr10	71878360	71878572	EH38E2907542	212
5.6152616	2.013334	dELS	chr10	71882982	71883138	EH38E2907548	156
4.424147	3.2289855	dELS	chr10	71883317	71883665	EH38E1477211	348
4.4101853	2.8118253	PLS	chr10	71889072	71889228	EH38E2907555	156
4.1271434	2.216537	dELS	chr10	71920770	71921111	EH38E2907579	341
12.381768	7.1432714	dELS	chr10	72098605	72098954	EH38E1477452	349
12.24305	7.2364297	dELS	chr10	72099166	72099324	EH38E2907795	158
5.3448567	0.19548841	PLS	chr10	72215937	72216087	EH38E1477538	150
5.3367777	0.18411867	PLS	chr10	72215937	72216087	EH38E1477538	150
5.0389576	-0.003688097	PLS	chr10	72216140	72216483	EH38E1477539	343
0.99360085	5.2091193	PLS	chr10	72216876	72217159	EH38E2907850	283
-2.0499442	6.592916	dELS	chr10	72222871	72223181	EH38E1477549	310
4.6414175	6.4088473	dELS	chr10	72243982	72244330	EH38E2907882	348
5.323445	5.625979	dELS	chr10	72244714	72244902	EH38E2907883	188
5.1314235	5.209813	dELS	chr10	72245015	72245319	EH38E2907884	304
7.454329	2.8323004	dELS	chr10	72254845	72255026	EH38E1477582	181
7.128133	1.8973566	dELS	chr10	72255054	72255404	EH38E2907896	350
7.6146717	4.8008738	dELS	chr10	72259929	72260102	EH38E1477590	173
7.412734	3.980453	dELS	chr10	72260142	72260449	EH38E1477591	307
6.821779	3.4753618	dELS	chr10	72260479	72260695	EH38E2907903	216
5.7819767	2.2519364	dELS	chr10	72260714	72261035	EH38E1477592	321
4.905115	2.8805978	dELS	chr10	72261039	72261305	EH38E4013050	266
4.12387	3.5081785	dELS	chr10	72261380	72261545	EH38E1477594	165
4.0063047	4.033507	dELS	chr10	72261571	72261789	EH38E1477595	218
7.6488953	5.438254	dELS	chr10	72265547	72265792	EH38E2907908	245
7.8443875	3.7069657	dELS	chr10	72266086	72266404	EH38E2907909	318
8.013029	5.174983	dELS	chr10	72271013	72271211	EH38E1477605	198
3.879922	0.027838701	PLS	chr10	72273624	72273969	EH38E1477610	345
3.8810477	-0.0045485925	PLS	chr10	72273624	72273969	EH38E1477610	345
2.2057643	6.2327685	dELS	chr10	72276038	72276386	EH38E2907917	348
2.0273921	5.642749	dELS	chr10	72276605	72276776	EH38E2907918	171
2.2197835	5.362606	dELS	chr10	72276795	72277011	EH38E2907919	216
2.1742446	5.0726523	dELS	chr10	72277259	72277476	EH38E2907920	217
2.2847068	5.1623826	dELS	chr10	72277701	72277902	EH38E2907921	201
6.8949895	3.6423655	dELS	chr10	72291030	72291378	EH38E2907935	348
8.031693	5.0471435	dELS	chr10	72293265	72293605	EH38E2907939	340
7.6179976	4.0700426	dELS	chr10	72297203	72297552	EH38E2907943	349
8.048343	3.1750624	dELS	chr10	72297563	72297763	EH38E1477643	200
7.1861854	-0.0127692595	dELS	chr10	72297960	72298301	EH38E1477644	341
3.9183373	3.4215317	dELS	chr10	72298540	72298856	EH38E1477645	316
3.3197556	4.921673	dELS	chr10	72299134	72299340	EH38E2907944	206
3.4776495	4.969097	dELS	chr10	72299357	72299507	EH38E4013065	150
2.7897985	0.7560377	dELS	chr10	72301258	72301475	EH38E4013068	217
2.123725	1.3935568	dELS	chr10	72301556	72301874	EH38E2907948	318
1.1738949	4.2409906	dELS	chr10	72305458	72305805	EH38E2907957	347
5.987326	3.4205213	dELS	chr10	72308159	72308381	EH38E2907961	222
4.8599224	2.9059544	dELS	chr10	72308466	72308810	EH38E1477655	344
4.0340867	3.9334102	dELS	chr10	72308919	72309090	EH38E2907962	171
3.4857032	4.7110095	dELS	chr10	72309325	72309672	EH38E2907963	347
4.268551	5.163669	dELS	chr10	72310299	72310599	EH38E1477658	300
7.484991	5.0276527	dELS	chr10	72315630	72315976	EH38E2907969	346
7.9215612	5.0467296	dELS	chr10	72316483	72316686	EH38E1477664	203
8.027451	5.0958605	dELS	chr10	72317043	72317393	EH38E1477665	350
7.422497	4.6833997	dELS	chr10	72319937	72320170	EH38E2907974	233
7.2339835	4.275311	dELS	chr10	72320187	72320412	EH38E2907975	225
7.0843215	3.8772662	dELS	chr10	72320456	72320625	EH38E1477671	169
6.004145	2.550409	dELS	chr10	72320746	72321084	EH38E2907976	338
4.859248	2.7984357	dELS	chr10	72321102	72321286	EH38E2907977	184
4.0243545	3.6734052	dELS	chr10	72321402	72321580	EH38E2907978	178
3.6081996	4.294264	dELS	chr10	72321662	72321984	EH38E2907979	322
3.2666514	4.946467	dELS	chr10	72322083	72322414	EH38E1477675	331
3.1832302	4.9897056	dELS	chr10	72322539	72322788	EH38E2907980	249
