chrom	start	end	rDHS	cCRE_type
chr11	47408162	47408511	EH38E4036643	pELS
chr11	47408577	47408771	EH38E2957511	PLS
chr11	47408784	47408960	EH38E4036644	pELS
chr11	47426152	47426310	EH38E2957534	PLS
chr11	47426351	47426701	EH38E2957535	PLS
chr11	47426774	47427015	EH38E1538211	pELS
chr11	47509622	47509965	EH38E2957607	dELS
chr11	47512708	47513007	EH38E1538286	dELS
chr11	47513219	47513568	EH38E1538287	pELS
chr11	47523630	47523852	EH38E1538301	pELS
chr11	47523900	47524244	EH38E2957620	pELS
chr11	47552146	47552313	EH38E1538326	pELS
chr11	47552332	47552541	EH38E4036687	pELS
chr11	47552629	47552796	EH38E1538328	pELS
chr11	47552845	47553003	EH38E2957647	PLS
chr11	47553056	47553406	EH38E4036688	PLS
chr11	47553466	47553667	EH38E4036689	pELS
chr11	47565044	47565301	EH38E4036693	pELS
chr11	47565339	47565664	EH38E1538336	PLS
chr11	47565685	47565839	EH38E2957660	PLS
chr11	47565848	47566076	EH38E4036694	pELS
chr11	47566112	47566426	EH38E4036695	pELS
chr11	47577381	47577730	EH38E2957669	PLS
chr11	47577765	47578008	EH38E4036696	PLS
chr11	47578568	47578861	EH38E4036697	PLS
chr11	47578866	47579158	EH38E2957673	PLS
chr11	47579192	47579366	EH38E2957674	pELS
chr11	47641011	47641310	EH38E2957721	pELS
chr11	47641654	47641972	EH38E2957722	pELS
chr11	47642027	47642191	EH38E2957723	pELS
chr11	47642192	47642476	EH38E2957724	pELS
chr11	47642482	47642831	EH38E2957725	PLS
chr11	47643183	47643461	EH38E2957726	pELS
chr11	47643491	47643708	EH38E2957727	pELS
chr11	47672303	47672648	EH38E2957742	dELS
chr11	47680266	47680471	EH38E2957744	dELS
chr11	47715250	47715597	EH38E2957758	PLS
chr11	47765818	47766108	EH38E2957772	pELS
chr11	47766169	47766355	EH38E4036751	pELS
chr11	47766545	47766895	EH38E2957774	pELS
chr11	47766993	47767271	EH38E2957775	pELS
chr11	47767334	47767684	EH38E2957776	PLS
chr11	47767787	47767939	EH38E2957777	pELS
chr11	47768310	47768656	EH38E1538466	pELS
chr11	47775546	47775857	EH38E2957781	dELS
chr11	47847793	47848061	EH38E2957804	pELS
chr11	47848061	47848235	EH38E2957805	PLS
chr11	47848239	47848530	EH38E2957806	PLS
chr11	47848533	47848691	EH38E2957807	PLS
chr11	47848747	47848924	EH38E1538511	pELS
chr11	47848937	47849119	EH38E1538512	pELS
chr11	47916545	47916890	EH38E2957865	dELS
chr11	47917838	47918187	EH38E1538575	dELS
chr11	47918198	47918426	EH38E2957866	dELS
chr11	47943694	47943871	EH38E2957889	dELS
chr11	47943903	47944240	EH38E2957890	dELS
chr11	47944364	47944662	EH38E1538603	dELS
chr11	47947037	47947382	EH38E1538608	dELS
chr11	47948228	47948429	EH38E2957894	dELS
chr11	47980382	47980731	EH38E2957917	PLS
chr11	47983471	47983812	EH38E2957923	dELS
chr11	47986265	47986535	EH38E2957925	dELS
chr11	47986824	47987101	EH38E1538646	dELS
chr11	47991375	47991595	EH38E1538652	dELS
chr11	48006649	48006997	EH38E2957955	dELS
chr11	48055301	48055650	EH38E2958024	dELS
chr11	48055657	48055817	EH38E4036803	dELS
chr11	48055874	48056223	EH38E2958026	dELS
chr11	48056546	48056717	EH38E2958027	dELS
chr11	48061306	48061637	EH38E2958031	dELS
chr11	48191264	48191603	EH38E2958122	dELS
chr11	50298266	50298616	EH38E1538991	PLS
chr11	57126868	57127100	EH38E1539214	dELS
chr11	57127103	57127451	EH38E1539215	dELS
chr11	57150580	57150924	EH38E1539224	dELS
chr11	57237318	57237657	EH38E1539283	pELS
chr11	57242348	57242680	EH38E2958484	dELS
chr11	57311042	57311223	EH38E2958527	dELS
chr11	57311224	57311388	EH38E2958528	dELS
chr11	57311408	57311758	EH38E2958529	dELS
chr11	57311768	57311983	EH38E2958530	dELS
chr11	57321730	57321881	EH38E1539364	pELS
chr11	57322005	57322339	EH38E2958546	PLS
chr11	57322454	57322801	EH38E1539366	pELS
chr11	57322844	57322994	EH38E4037262	pELS
chr11	57324211	57324543	EH38E4037264	pELS
chr11	57324564	57324729	EH38E4037265	pELS
chr11	57324940	57325288	EH38E1539371	PLS
chr11	57325516	57325860	EH38E1539372	PLS
chr11	57335249	57335480	EH38E2958560	pELS
chr11	57335492	57335704	EH38E2958561	pELS
chr11	57335740	57336090	EH38E2958562	PLS
chr11	57336151	57336375	EH38E2958563	pELS
chr11	57395913	57396262	EH38E2958614	dELS
chr11	57402755	57402969	EH38E2958620	dELS
chr11	57403016	57403250	EH38E2958621	dELS
chr11	57424757	57425107	EH38E1539484	pELS
chr11	57425149	57425354	EH38E1539485	pELS
chr11	57425365	57425529	EH38E2958630	pELS
chr11	57425653	57425811	EH38E4037299	pELS
chr11	57425998	57426348	EH38E2958631	pELS
chr11	57426386	57426716	EH38E1539488	pELS
chr11	57426725	57426926	EH38E1539489	PLS
chr11	57426990	57427297	EH38E2958632	PLS
chr11	57427737	57427957	EH38E1539492	pELS
chr11	57432752	57433101	EH38E1539499	dELS
chr11	57460290	57460639	EH38E2958667	PLS
chr11	57493468	57493813	EH38E2958716	dELS
chr11	57499572	57499920	EH38E2958726	dELS
chr11	57500147	57500427	EH38E2958727	dELS
chr11	57512657	57513007	EH38E1539579	dELS
chr11	57513156	57513493	EH38E2958741	pELS
chr11	57513524	57513700	EH38E2958742	pELS
chr11	57513991	57514151	EH38E1539582	pELS
chr11	57514154	57514503	EH38E2958743	pELS
chr11	57514531	57514807	EH38E2958744	pELS
chr11	57514840	57515041	EH38E2958745	PLS
chr11	57515061	57515271	EH38E1539585	pELS
chr11	57515369	57515573	EH38E2958746	pELS
chr11	57515638	57515958	EH38E2958747	PLS
chr11	57515969	57516302	EH38E2958748	pELS
chr11	57527214	57527474	EH38E2958753	pELS
chr11	57530044	57530227	EH38E2958756	pELS
chr11	57530252	57530516	EH38E2958757	pELS
chr11	57530750	57531096	EH38E2958758	PLS
chr11	57531234	57531582	EH38E2958759	pELS
chr11	57532073	57532388	EH38E2958760	pELS
chr11	57567594	57567812	EH38E2958793	PLS
chr11	57567839	57568037	EH38E2958794	pELS
chr11	57568181	57568493	EH38E2958795	PLS
chr11	57648204	57648554	EH38E2958852	pELS
chr11	57648569	57648728	EH38E1539694	pELS
chr11	57649795	57650140	EH38E2958855	pELS
chr11	57657453	57657803	EH38E2958866	PLS
chr11	57666807	57667024	EH38E2958873	pELS
chr11	57667093	57667292	EH38E4037359	pELS
chr11	57667314	57667609	EH38E2958875	pELS
chr11	57667694	57668041	EH38E2958876	PLS
chr11	57668310	57668543	EH38E2958877	pELS
chr11	57668609	57668760	EH38E2958878	pELS
chr11	57681245	57681538	EH38E1539726	dELS
chr11	57711535	57711727	EH38E2958902	pELS
chr11	57711789	57712125	EH38E2958903	pELS
chr11	57712228	57712577	EH38E2958904	PLS
chr11	57712728	57712934	EH38E2958905	pELS
chr11	57713859	57714202	EH38E2958906	pELS
chr11	57735726	57736005	EH38E2958914	dELS
chr11	57741236	57741586	EH38E2958918	PLS
chr11	57741794	57742134	EH38E2958919	PLS
chr11	57742140	57742350	EH38E2958920	PLS
chr11	57761351	57761602	EH38E2958932	pELS
chr11	57761623	57761968	EH38E1539766	PLS
chr11	57762018	57762200	EH38E1539767	PLS
chr11	57762410	57762718	EH38E1539768	pELS
chr11	57763685	57763961	EH38E2958934	PLS
chr11	57765030	57765313	EH38E1539775	pELS
chr11	57901319	57901654	EH38E2958983	dELS
chr11	57901733	57902083	EH38E1539848	dELS
chr11	57903583	57903739	EH38E2958985	dELS
chr11	57903802	57904150	EH38E1539851	dELS
chr11	57913867	57914195	EH38E1539855	dELS
chr11	58577126	58577451	EH38E1540007	pELS
chr11	58577571	58577921	EH38E1540008	pELS
chr11	58578115	58578461	EH38E2959097	PLS
chr11	58578668	58578846	EH38E2959098	pELS
chr11	58578848	58579187	EH38E2959099	PLS
chr11	58579311	58579483	EH38E1540011	pELS
chr11	58579545	58579886	EH38E2959100	pELS
chr11	58579900	58580071	EH38E2959101	pELS
chr11	58727170	58727519	EH38E1540093	pELS
chr11	58727546	58727749	EH38E2959161	pELS
chr11	58745409	58745758	EH38E2959169	dELS
chr11	58745813	58746009	EH38E1540110	dELS
chr11	58746017	58746354	EH38E1540111	dELS
chr11	58770153	58770500	EH38E2959174	pELS
chr11	58770778	58771127	EH38E2959175	pELS
chr11	58771185	58771420	EH38E2959176	pELS
chr11	58771467	58771807	EH38E2959177	pELS
chr11	58771882	58772197	EH38E2959178	pELS
chr11	58772354	58772548	EH38E1540121	dELS
chr11	58772755	58773050	EH38E2959179	dELS
chr11	58773343	58773591	EH38E1540122	dELS
chr11	58773866	58774050	EH38E2959180	dELS
chr11	58774263	58774612	EH38E2959181	dELS
chr11	58776652	58776872	EH38E4037539	dELS
chr11	58776908	58777201	EH38E1540125	dELS
chr11	58777357	58777687	EH38E2959183	dELS
chr11	58777827	58778047	EH38E2959184	dELS
chr11	59142604	59142954	EH38E2959278	PLS
chr11	59142969	59143319	EH38E2959279	pELS
chr11	59144454	59144612	EH38E2959281	pELS
chr11	59144646	59144957	EH38E2959282	PLS
chr11	59144963	59145148	EH38E2959283	PLS
chr11	59171454	59171804	EH38E2959290	PLS
chr11	59171896	59172228	EH38E2959291	PLS
chr11	59536823	59537166	EH38E2959414	dELS
chr11	59537246	59537596	EH38E2959415	dELS
chr11	59537651	59538000	EH38E1540461	dELS
chr11	59538185	59538391	EH38E4037649	dELS
chr11	59544961	59545116	EH38E2959417	pELS
chr11	59545139	59545306	EH38E2959418	pELS
chr11	59545381	59545633	EH38E2959419	PLS
chr11	59545817	59546110	EH38E2959420	pELS
chr11	59546467	59546817	EH38E4037652	pELS
chr11	59547012	59547327	EH38E1540468	pELS
chr11	59547467	59547761	EH38E2959421	dELS
chr11	59547813	59548044	EH38E2959422	dELS
chr11	59548044	59548314	EH38E2959423	dELS
chr11	59548765	59548946	EH38E4037653	dELS
chr11	59549054	59549266	EH38E2959424	dELS
chr11	59549326	59549593	EH38E1540472	dELS
chr11	59549723	59549924	EH38E2959425	dELS
chr11	59550358	59550707	EH38E2959427	dELS
chr11	59550910	59551179	EH38E4037654	dELS
chr11	59551220	59551430	EH38E2959429	dELS
chr11	59551446	59551618	EH38E2959430	dELS
chr11	59551687	59551890	EH38E1540478	dELS
chr11	59551979	59552142	EH38E2959431	dELS
chr11	59552285	59552490	EH38E2959432	dELS
chr11	59552884	59553154	EH38E1540482	dELS
chr11	59555632	59555824	EH38E2959436	dELS
chr11	59555912	59556193	EH38E1540486	dELS
chr11	59556319	59556638	EH38E2959437	dELS
chr11	59556956	59557206	EH38E2959438	dELS
chr11	59557206	59557420	EH38E2959439	dELS
chr11	59557431	59557746	EH38E2959440	dELS
chr11	59557750	59557977	EH38E4037657	dELS
chr11	59558061	59558269	EH38E4037658	dELS
chr11	59558314	59558608	EH38E2959441	dELS
chr11	59559007	59559306	EH38E2959442	pELS
chr11	59559309	59559604	EH38E2959443	pELS
chr11	59559617	59559842	EH38E2959444	pELS
chr11	59559864	59560207	EH38E2959445	pELS
chr11	59560288	59560581	EH38E2959446	pELS
chr11	59560606	59560840	EH38E2959447	pELS
chr11	59560841	59561157	EH38E2959448	PLS
chr11	59561183	59561479	EH38E2959449	pELS
chr11	59564805	59565150	EH38E2959451	pELS
chr11	59565649	59565858	EH38E2959453	PLS
chr11	59565869	59566037	EH38E4037662	PLS
chr11	59566071	59566402	EH38E1540504	PLS
chr11	59614584	59614919	EH38E1540528	pELS
chr11	59614937	59615138	EH38E2959479	pELS
chr11	59615145	59615485	EH38E2959480	pELS
chr11	59615540	59615799	EH38E4037674	PLS
chr11	59615865	59616215	EH38E2959481	pELS
chr11	59616219	59616480	EH38E2959482	PLS
chr11	59616652	59616837	EH38E2959483	pELS
chr11	59668377	59668727	EH38E4037680	pELS
chr11	59668776	59668934	EH38E2959494	PLS
chr11	59669022	59669371	EH38E4037681	PLS
chr11	59669438	59669642	EH38E2959496	pELS
chr11	59669649	59669803	EH38E4037682	pELS
chr11	59669804	59670069	EH38E2959497	pELS
chr11	59754273	59754476	EH38E4037700	pELS
chr11	59754488	59754648	EH38E4037701	PLS
chr11	59754650	59754852	EH38E4037702	PLS
chr11	59754899	59755192	EH38E2959521	pELS
chr11	59755201	59755548	EH38E2959522	PLS
chr11	59755593	59755937	EH38E2959523	pELS
chr11	59756000	59756305	EH38E2959524	pELS
chr11	59756873	59757188	EH38E2959526	pELS
chr11	59772243	59772593	EH38E2959535	dELS
chr11	59786811	59786995	EH38E2959540	dELS
chr11	59787049	59787392	EH38E2959541	dELS
chr11	59810238	59810460	EH38E2959556	pELS
chr11	59810603	59810947	EH38E1540649	PLS
chr11	59811015	59811217	EH38E1540650	pELS
chr11	59846487	59846837	EH38E4037716	pELS
chr11	59857407	59857697	EH38E1540676	dELS
chr11	59857761	59857972	EH38E2959580	dELS
chr11	59858055	59858388	EH38E1540678	dELS
chr11	59858432	59858606	EH38E1540679	dELS
chr11	59891569	59891762	EH38E4037725	dELS
chr11	59891876	59892223	EH38E1540690	dELS
chr11	59960492	59960831	EH38E1540710	dELS
chr11	59961735	59962085	EH38E2959602	dELS
chr11	59967782	59967934	EH38E2959604	dELS
chr11	59968090	59968419	EH38E2959605	dELS
chr11	59968544	59968746	EH38E2959606	dELS
chr11	60056338	60056683	EH38E1540726	pELS
chr11	60121332	60121680	EH38E2959644	dELS
chr11	60127377	60127727	EH38E2959647	dELS
chr11	60185235	60185583	EH38E1540798	pELS
chr11	60193766	60194080	EH38E2959672	dELS
chr11	60194102	60194436	EH38E1540803	dELS
chr11	60194545	60194883	EH38E1540804	dELS
chr11	60195926	60196223	EH38E1540806	dELS
chr11	60515191	60515540	EH38E2959784	PLS
chr11	60841197	60841388	EH38E4037924	pELS
chr11	60841853	60842202	EH38E2959888	PLS
chr11	60842391	60842598	EH38E4037925	pELS
chr11	60842622	60842776	EH38E4037926	pELS
chr11	60843250	60843518	EH38E1541076	pELS
chr11	60844230	60844397	EH38E2959893	pELS
chr11	60848579	60848789	EH38E4037929	pELS
chr11	60848805	60849152	EH38E1541083	pELS
chr11	60854234	60854494	EH38E1541089	pELS
chr11	60855239	60855460	EH38E2959909	pELS
chr11	60855546	60855710	EH38E2959910	pELS
chr11	60855842	60856158	EH38E2959911	pELS
chr11	60863642	60863984	EH38E2959917	dELS
chr11	60864040	60864388	EH38E2959918	dELS
chr11	60864398	60864733	EH38E2959919	dELS
chr11	60891097	60891349	EH38E2959946	dELS
chr11	60891417	60891604	EH38E1541127	dELS
chr11	60899289	60899623	EH38E1541135	dELS
chr11	60905628	60905941	EH38E2959954	pELS
chr11	60906051	60906203	EH38E2959955	pELS
chr11	60906449	60906799	EH38E2959956	PLS
chr11	60913777	60913979	EH38E4037944	PLS
chr11	60913983	60914230	EH38E4037945	PLS
chr11	60914356	60914520	EH38E2959964	pELS
chr11	60914674	60915018	EH38E1541153	pELS
chr11	60924263	60924582	EH38E2959978	PLS
chr11	61149734	61149899	EH38E2960311	dELS
chr11	61149915	61150261	EH38E2960312	dELS
chr11	61150265	61150532	EH38E2960313	dELS
chr11	61151875	61152222	EH38E2960317	dELS
chr11	61152234	61152388	EH38E2960318	dELS
chr11	61160239	61160501	EH38E2960326	pELS
chr11	61160951	61161106	EH38E4038003	pELS
chr11	61161128	61161337	EH38E4038004	PLS
chr11	61161392	61161742	EH38E4038005	PLS
chr11	61161764	61161973	EH38E4038006	pELS
chr11	61162221	61162528	EH38E2960328	pELS
chr11	61164268	61164572	EH38E2960330	dELS
chr11	61164573	61164779	EH38E2960331	dELS
chr11	61164816	61165002	EH38E2960332	dELS
chr11	61165025	61165345	EH38E2960333	dELS
chr11	61267430	61267777	EH38E2960382	dELS
chr11	61287125	61287305	EH38E2960396	dELS
chr11	61287391	61287741	EH38E1541513	dELS
chr11	61287752	61288017	EH38E2960397	dELS
chr11	61291709	61291916	EH38E2960400	dELS
chr11	61292588	61292830	EH38E2960401	dELS
chr11	61331798	61331951	EH38E1541554	pELS
chr11	61332090	61332255	EH38E2960423	pELS
chr11	61332286	61332636	EH38E2960424	pELS
chr11	61332672	61332936	EH38E2960425	PLS
chr11	61333025	61333375	EH38E2960426	PLS
chr11	61333442	61333603	EH38E2960427	pELS
chr11	61333742	61333946	EH38E1541560	PLS
chr11	61333990	61334219	EH38E4038047	pELS
chr11	61334347	61334697	EH38E1541562	pELS
chr11	61334722	61334960	EH38E2960428	pELS
chr11	61334971	61335304	EH38E2960429	pELS
chr11	61335307	61335656	EH38E2960430	pELS
chr11	61336210	61336556	EH38E1541566	dELS
chr11	61342245	61342577	EH38E2960438	dELS
chr11	61342598	61342928	EH38E2960439	dELS
chr11	61344309	61344655	EH38E2960442	dELS
chr11	61346610	61346880	EH38E2960446	dELS
chr11	61348056	61348404	EH38E2960449	dELS
chr11	61353506	61353713	EH38E2960454	pELS
chr11	61353773	61354110	EH38E2960455	pELS
chr11	61360054	61360274	EH38E2960460	pELS
chr11	61360380	61360728	EH38E1541590	pELS
chr11	61361163	61361364	EH38E2960461	pELS
chr11	61361373	61361527	EH38E2960462	pELS
chr11	61361557	61361719	EH38E4038059	pELS
chr11	61361846	61362059	EH38E1541593	PLS
chr11	61362061	61362346	EH38E2960464	PLS
chr11	61362515	61362779	EH38E4038060	pELS
chr11	61363197	61363488	EH38E2960466	pELS
chr11	61367449	61367797	EH38E1541600	pELS
chr11	61392288	61392441	EH38E2960494	PLS
chr11	61392441	61392787	EH38E1541626	PLS
chr11	61392802	61392970	EH38E2960495	pELS
chr11	61429120	61429340	EH38E1541649	PLS
chr11	61429343	61429638	EH38E2960502	PLS
chr11	61429679	61429832	EH38E4038071	PLS
chr11	61429874	61430224	EH38E4038072	PLS
chr11	61430278	61430491	EH38E2960505	pELS
chr11	61431677	61431827	EH38E2960507	pELS
chr11	61498747	61499084	EH38E1541715	pELS
chr11	61499139	61499387	EH38E1541716	pELS
chr11	61508570	61508804	EH38E2960576	PLS
chr11	61580816	61581039	EH38E2960692	PLS
chr11	61581191	61581408	EH38E4038105	PLS
chr11	61680335	61680510	EH38E4038134	PLS
chr11	61749689	61749840	EH38E2960874	dELS
chr11	61749857	61750166	EH38E2960875	dELS
chr11	61752151	61752352	EH38E2960878	pELS
chr11	61752400	61752749	EH38E2960879	PLS
chr11	61752757	61752945	EH38E2960880	pELS
chr11	61753954	61754176	EH38E2960883	pELS
chr11	61754521	61754858	EH38E2960884	pELS
chr11	61754859	61755070	EH38E2960885	pELS
chr11	61756435	61756784	EH38E1541993	pELS
chr11	61791891	61792240	EH38E2960949	pELS
chr11	61792241	61792477	EH38E2960950	pELS
chr11	61792589	61792938	EH38E1542039	PLS
chr11	61793025	61793197	EH38E2960951	PLS
chr11	61793239	61793455	EH38E4038164	pELS
chr11	61797236	61797507	EH38E2960958	pELS
chr11	61797656	61797831	EH38E2960959	pELS
chr11	61798195	61798518	EH38E2960960	pELS
chr11	61798547	61798803	EH38E2960961	pELS
chr11	61798913	61799155	EH38E2960962	pELS
chr11	61799199	61799486	EH38E1542048	pELS
chr11	61799967	61800179	EH38E4038166	pELS
chr11	61800444	61800625	EH38E4038167	pELS
chr11	61800674	61800918	EH38E2960963	pELS
chr11	61802127	61802415	EH38E2960964	dELS
chr11	61802950	61803153	EH38E4038171	pELS
chr11	61812908	61813157	EH38E2960971	dELS
chr11	61814383	61814538	EH38E2960973	pELS
chr11	61814578	61814920	EH38E2960974	pELS
chr11	61815106	61815456	EH38E1542061	PLS
chr11	61815588	61815866	EH38E2960975	pELS
chr11	61816113	61816380	EH38E1542064	PLS
chr11	61816421	61816716	EH38E2960976	PLS
chr11	61816807	61817157	EH38E1542066	PLS
chr11	61817280	61817436	EH38E2960977	pELS
chr11	61817533	61817745	EH38E2960978	pELS
chr11	61817938	61818128	EH38E2960979	pELS
chr11	61833943	61834251	EH38E2960995	dELS
chr11	61834381	61834539	EH38E2960996	dELS
chr11	61834572	61834921	EH38E2960997	dELS
chr11	61835157	61835311	EH38E1542093	dELS
chr11	61835734	61835983	EH38E1542094	dELS
chr11	61841790	61842123	EH38E2961002	dELS
chr11	61842152	61842388	EH38E2961003	dELS
chr11	61860354	61860693	EH38E2961024	dELS
chr11	61866342	61866570	EH38E2961031	dELS
chr11	61866579	61866927	EH38E1542117	dELS
chr11	61869504	61869710	EH38E1542120	dELS
chr11	61869788	61870138	EH38E2961036	dELS
chr11	61870255	61870551	EH38E1542122	dELS
chr11	61870738	61871042	EH38E1542123	dELS
chr11	61871147	61871487	EH38E2961037	dELS
chr11	61881411	61881760	EH38E1542135	dELS
chr11	61890570	61890920	EH38E1542144	pELS
chr11	61891032	61891357	EH38E2961063	PLS
chr11	61891486	61891833	EH38E2961064	PLS
chr11	61891897	61892243	EH38E4038205	PLS
chr11	61909005	61909354	EH38E1542164	dELS
chr11	61915909	61916128	EH38E2961108	pELS
chr11	61916340	61916570	EH38E2961109	pELS
chr11	61916724	61916994	EH38E2961110	pELS
chr11	61917061	61917309	EH38E2961111	pELS
chr11	61917311	61917470	EH38E2961112	PLS
chr11	61917475	61917741	EH38E2961113	PLS
chr11	61917769	61917967	EH38E2961114	pELS
chr11	61918203	61918369	EH38E2961115	pELS
chr11	61918560	61918728	EH38E2961116	pELS
chr11	61918838	61919164	EH38E2961117	pELS
chr11	61919182	61919392	EH38E2961118	pELS
chr11	61919409	61919613	EH38E2961119	pELS
chr11	61919779	61919951	EH38E1542181	pELS
chr11	61919989	61920153	EH38E2961120	PLS
chr11	61920200	61920543	EH38E2961121	PLS
chr11	61922561	61922908	EH38E2961123	dELS
chr11	61923269	61923618	EH38E2961125	dELS
chr11	61923693	61923922	EH38E2961126	dELS
chr11	61947685	61948009	EH38E2961132	dELS
chr11	61949554	61949898	EH38E2961135	pELS
chr11	61949912	61950062	EH38E4038220	pELS
chr11	61954132	61954441	EH38E2961140	pELS
chr11	61958623	61958960	EH38E2961148	dELS
chr11	61959120	61959362	EH38E2961149	dELS
chr11	61962686	61962881	EH38E2961157	dELS
chr11	61962906	61963088	EH38E2961158	dELS
chr11	61963223	61963498	EH38E1542217	dELS
chr11	61963505	61963748	EH38E1542218	dELS
chr11	61963811	61963969	EH38E2961159	dELS
chr11	61964060	61964261	EH38E2961160	dELS
chr11	61964663	61964862	EH38E2961162	dELS
chr11	61965398	61965733	EH38E4038230	pELS
chr11	61966323	61966505	EH38E2961166	pELS
chr11	61966571	61966921	EH38E2961167	pELS
chr11	61967028	61967198	EH38E4038233	PLS
chr11	61967229	61967451	EH38E4038234	PLS
chr11	61967540	61967886	EH38E2961169	PLS
chr11	61967899	61968107	EH38E2961170	pELS
chr11	61968131	61968472	EH38E1542231	pELS
chr11	61968502	61968694	EH38E2961171	pELS
chr11	61969049	61969393	EH38E2961172	pELS
chr11	61970073	61970411	EH38E2961174	dELS
chr11	61971291	61971528	EH38E2961176	dELS
chr11	61971542	61971716	EH38E1542238	dELS
chr11	61971766	61972111	EH38E1542239	dELS
chr11	61972131	61972332	EH38E2961177	dELS
chr11	61972398	61972638	EH38E2961178	dELS
chr11	61972683	61973024	EH38E1542241	dELS
chr11	61973797	61973988	EH38E1542244	dELS
chr11	61974041	61974222	EH38E1542245	dELS
chr11	62012671	62013012	EH38E2961216	pELS
chr11	62025528	62025875	EH38E1542284	dELS
chr11	62025938	62026090	EH38E2961226	dELS
chr11	62105156	62105505	EH38E1542327	dELS
chr11	62105705	62106042	EH38E1542328	dELS
chr11	62123670	62124019	EH38E2961272	PLS
chr11	62124358	62124694	EH38E2961273	pELS
chr11	62124751	62125087	EH38E2961274	pELS
chr11	62337267	62337614	EH38E2961350	PLS
chr11	62337916	62338196	EH38E1542421	PLS
chr11	62367986	62368151	EH38E1542439	dELS
chr11	62368997	62369328	EH38E2961362	pELS
chr11	62396486	62396685	EH38E1542464	dELS
chr11	62396692	62397037	EH38E2961390	dELS
chr11	62397907	62398256	EH38E2961391	dELS
chr11	62398266	62398525	EH38E2961392	dELS
chr11	62398673	62399017	EH38E2961393	dELS
chr11	62418221	62418521	EH38E2961409	pELS
chr11	62427725	62427946	EH38E1542500	pELS
chr11	62458356	62458592	EH38E2961447	dELS
chr11	62462142	62462489	EH38E2961449	dELS
chr11	62466515	62466859	EH38E2961452	dELS
chr11	62467021	62467222	EH38E2961453	dELS
chr11	62467842	62468044	EH38E2961455	dELS
chr11	62468561	62468779	EH38E2961456	dELS
chr11	62472086	62472338	EH38E2961461	dELS
chr11	62472488	62472801	EH38E1542551	dELS
chr11	62472880	62473230	EH38E4038346	dELS
chr11	62499567	62499910	EH38E2961485	dELS
chr11	62500315	62500665	EH38E2961487	dELS
chr11	62501555	62501899	EH38E2961489	dELS
chr11	62502441	62502599	EH38E1542584	dELS
chr11	62505181	62505490	EH38E2961495	dELS
chr11	62542817	62543164	EH38E1542636	dELS
chr11	62543257	62543552	EH38E1542637	dELS
chr11	62544160	62544413	EH38E2961559	pELS
chr11	62544595	62544944	EH38E2961560	pELS
chr11	62545088	62545352	EH38E4038358	pELS
chr11	62545482	62545655	EH38E2961563	pELS
chr11	62545665	62546003	EH38E2961564	PLS
chr11	62546006	62546196	EH38E2961565	PLS
chr11	62546211	62546436	EH38E2961566	pELS
chr11	62546438	62546625	EH38E2961567	pELS
chr11	62546627	62546974	EH38E2961568	PLS
chr11	62552564	62552715	EH38E2961579	dELS
chr11	62552873	62553046	EH38E2961580	dELS
chr11	62553144	62553471	EH38E2961581	dELS
chr11	62553498	62553847	EH38E2961582	dELS
chr11	62555814	62556099	EH38E2961586	dELS
chr11	62556199	62556406	EH38E2961587	dELS
chr11	62556427	62556777	EH38E2961588	dELS
chr11	62556861	62557163	EH38E2961589	dELS
chr11	62557388	62557605	EH38E2961590	dELS
chr11	62560688	62561032	EH38E1542679	dELS
chr11	62573082	62573237	EH38E2961609	pELS
chr11	62573318	62573532	EH38E2961610	pELS
chr11	62573551	62573791	EH38E2961611	pELS
chr11	62573828	62574177	EH38E2961612	PLS
chr11	62574305	62574497	EH38E2961613	PLS
chr11	62574700	62575021	EH38E2961614	pELS
chr11	62591024	62591187	EH38E2961626	pELS
chr11	62591487	62591837	EH38E2961627	PLS
chr11	62591984	62592167	EH38E2961628	pELS
chr11	62592253	62592578	EH38E2961629	pELS
chr11	62592603	62592774	EH38E4038366	pELS
chr11	62593599	62593845	EH38E2961631	dELS
chr11	62599167	62599517	EH38E2961640	PLS
chr11	62599900	62600238	EH38E1542713	pELS
chr11	62600594	62600863	EH38E4038368	pELS
chr11	62600955	62601142	EH38E2961643	pELS
chr11	62601219	62601538	EH38E2961644	PLS
chr11	62601547	62601699	EH38E2961645	pELS
chr11	62601748	62602097	EH38E1542717	PLS
chr11	62602141	62602316	EH38E2961646	pELS
chr11	62602353	62602657	EH38E1542719	pELS
chr11	62602675	62602882	EH38E2961647	pELS
chr11	62610806	62611077	EH38E4038374	PLS
chr11	62611718	62611882	EH38E2961655	PLS
chr11	62611897	62612086	EH38E2961656	pELS
chr11	62612133	62612382	EH38E2961657	pELS
chr11	62612429	62612759	EH38E2961658	PLS
chr11	62612882	62613194	EH38E2961659	pELS
chr11	62614411	62614628	EH38E2961662	pELS
chr11	62621482	62621632	EH38E2961674	pELS
chr11	62621648	62621843	EH38E2961675	pELS
chr11	62621922	62622271	EH38E1542743	PLS
chr11	62645773	62645944	EH38E2961690	pELS
chr11	62646043	62646229	EH38E4038380	pELS
chr11	62646255	62646441	EH38E4038381	pELS
chr11	62646537	62646886	EH38E2961692	PLS
chr11	62647043	62647236	EH38E2961693	pELS
chr11	62652162	62652505	EH38E2961701	pELS
chr11	62652582	62652818	EH38E2961702	pELS
chr11	62653022	62653208	EH38E4038384	PLS
